ACDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
6/17/2014,15,11,6,11,8,7,100,82,55,1033,1031,1029,31,12,10,11,6,,0,6,Fog,59
6/18/2014,16,10,4,9,7,4,100,76,48,1032,1028,1023,31,18,10,23,10,,0,3,Fog,39
6/19/2014,16,13,10,9,7,6,82,68,53,1024,1018,1014,31,22,10,27,19,47,0,6,,21
6/20/2014,17,13,10,14,11,7,94,83,64,1016,1014,1012,31,13,5,29,21,48,2.03,5,Rain,329
6/21/2014,16,13,11,13,12,10,100,85,68,1022,1019,1016,31,12,6,21,14,,0,5,Rain,295
6/22/2014,17,12,7,11,9,6,100,75,39,1022,1014,1006,31,13,9,42,19,63,1.02,4,Fog-Rain,21
6/23/2014,15,12,9,9,7,3,88,72,48,1012,1008,1003,26,9,1,69,43,93,16,4,Rain-Hail-Thunderstorm,270
6/24/2014,16,12,8,13,11,8,94,81,61,1018,1014,1010,31,9,1,45,35,69,2.03,6,Rain,261
6/25/2014,16,14,13,12,11,9,88,79,59,1021,1019,1018,31,12,7,47,27,52,0.25,5,Rain,294
6/26/2014,16,13,11,13,11,7,94,81,63,1022,1019,1014,31,13,10,34,26,48,0,4,,335
6/27/2014,17,13,10,10,7,4,88,64,32,1014,1005,999,31,12,4,52,29,69,7.11,6,Rain,350
6/28/2014,13,11,9,9,5,2,94,63,40,1010,1004,999,31,11,4,50,39,72,0.76,5,Rain,253
6/29/2014,14,10,7,8,5,3,87,61,44,1021,1014,1010,31,13,10,39,29,52,0.25,4,Rain,221
6/30/2014,15,11,6,12,9,3,100,77,53,1029,1025,1021,31,12,3,26,18,,5.08,5,Fog-Rain,260
7/1/2014,15,12,10,12,11,9,100,91,66,1032,1030,1029,31,9,0,14,10,,0,6,Fog-Rain,17
7/2/2014,16,12,9,11,9,6,100,80,48,1032,1028,1024,31,13,8,16,11,,0.25,4,Rain,24
7/3/2014,16,11,6,7,6,4,87,65,41,1024,1020,1016,31,18,10,34,21,48,0,1,,13
7/4/2014,15,12,9,11,9,4,88,76,46,1020,1017,1015,31,11,6,35,26,58,3.05,5,Rain,291
7/5/2014,14,12,11,11,8,3,94,71,37,1023,1021,1019,31,12,7,37,26,,0.51,6,Rain,253
7/6/2014,15,11,7,11,8,5,94,77,44,1021,1019,1017,31,12,3,24,14,45,0.25,4,Rain,293
7/7/2014,15,10,6,7,6,3,100,67,38,1018,1012,1008,31,16,10,35,19,52,0,4,,17
7/8/2014,17,14,11,9,4,0,88,53,26,1007,1000,994,31,13,8,50,32,71,2.03,6,Rain,353
7/9/2014,12,10,8,8,7,3,93,76,48,1009,1002,995,26,10,3,48,35,69,6.1,6,Rain-Hail,253
7/10/2014,14,11,9,9,7,5,93,71,51,1019,1015,1009,31,11,5,47,29,61,0,4,Rain,248
7/11/2014,15,11,6,12,9,6,100,86,64,1020,1018,1017,31,12,8,32,19,,2.03,5,Rain,344
7/12/2014,13,8,4,9,5,2,93,72,38,1031,1027,1020,31,13,10,29,11,37,0.51,4,Rain,172
7/13/2014,13,8,3,6,4,1,93,72,34,1034,1032,1030,31,13,10,16,8,,0,4,,80
7/14/2014,12,8,3,5,3,2,93,70,44,1030,1025,1018,31,31,31,24,10,,0,8,,44
7/15/2014,13,10,7,11,6,2,94,73,44,1017,1012,1008,31,12,5,27,21,,1.02,7,Rain,6
7/16/2014,16,11,7,11,9,5,100,83,55,1014,1012,1010,26,10,2,50,23,64,5.08,5,Rain,328
7/17/2014,13,11,9,10,6,3,93,70,46,1024,1017,1014,31,10,1,53,29,74,8.89,5,Rain,252
7/18/2014,13,7,2,6,4,2,93,73,43,1032,1029,1024,31,13,10,21,11,,0,5,,152
7/19/2014,12,8,5,7,6,3,93,76,54,1033,1031,1029,31,12,10,14,5,,0,6,,127
7/20/2014,14,9,3,8,5,3,98,79,45,1029,1026,1023,31,17,10,24,5,,0,6,,36
7/21/2014,17,11,6,7,4,0,87,65,30,1023,1022,1020,31,31,31,21,13,,0,,,25
7/22/2014,18,10,3,8,4,2,93,69,26,1024,1022,1020,31,27,10,16,5,,0,,,35
7/23/2014,16,12,9,9,4,1,82,57,28,1020,1014,1007,31,15,9,39,21,58,12.95,7,Rain,42
7/24/2014,15,12,10,12,11,6,100,87,63,1012,1007,1004,31,10,4,39,26,52,0.51,7,Rain,343
7/25/2014,16,13,11,12,11,10,94,88,67,1023,1018,1013,31,11,10,24,18,,0.25,6,,307
7/26/2014,15,11,8,11,9,6,100,90,59,1028,1026,1024,31,7,0,21,11,,0,5,Fog,21
7/27/2014,17,11,6,8,6,4,87,66,37,1025,1021,1018,31,30,26,34,19,47,0,,,11
7/28/2014,16,11,7,11,9,5,87,78,66,1019,1017,1015,31,13,10,26,14,,0,4,Rain,5
7/29/2014,16,11,7,13,11,6,94,84,63,1019,1016,1015,31,10,2,37,23,,1.02,5,Rain,331
7/30/2014,17,14,11,12,12,9,94,84,66,1019,1016,1012,31,13,10,32,24,,0,5,,341
7/31/2014,15,11,8,11,7,2,94,77,45,1012,1007,1004,31,10,3,63,27,82,10.92,5,Rain,293
8/1/2014,13,8,4,6,3,1,87,66,37,1028,1018,1010,31,11,2,66,40,89,0.76,4,Rain-Thunderstorm,231
8/2/2014,12,7,2,5,3,1,93,75,47,1033,1031,1029,31,15,10,16,10,,0,2,,36
8/3/2014,14,8,2,4,2,-1,93,66,26,1033,1032,1030,31,31,31,24,10,,0,,,24
8/4/2014,13,7,0,4,1,-1,87,67,36,1035,1033,1032,31,12,10,16,6,,0,1,,39
8/5/2014,14,8,3,8,4,0,93,72,38,1036,1035,1034,31,12,10,14,8,,0,3,,13
8/6/2014,13,8,3,10,6,2,100,78,55,1035,1033,1032,31,11,10,14,6,,0,3,Fog,289
8/7/2014,15,11,7,10,7,4,94,76,37,1033,1031,1029,31,11,10,19,6,,0,4,,83
8/8/2014,17,10,3,8,5,2,95,72,30,1030,1028,1027,31,15,10,13,10,,0,1,Fog,31
8/9/2014,17,12,7,12,6,3,94,62,28,1027,1026,1024,31,16,10,24,13,,0.25,6,Rain,25
8/10/2014,14,10,6,11,7,4,100,77,39,1032,1030,1027,31,13,9,29,13,,0.51,3,Fog-Rain,189
8/11/2014,12,8,4,6,4,3,93,75,46,1034,1032,1031,31,13,8,19,8,,0.25,5,Rain,182
8/12/2014,14,8,3,5,2,-3,100,66,22,1036,1034,1032,31,13,10,26,10,,0,3,,158
8/13/2014,14,10,6,8,3,0,82,60,31,1038,1036,1035,10,10,10,34,14,48,0,4,,151
8/14/2014,15,12,8,8,6,3,87,67,34,1036,1033,1029,10,10,10,26,13,,0,4,,144
8/15/2014,20,11,3,7,4,1,95,63,24,1029,1025,1022,10,10,10,32,10,47,0,6,,136
8/16/2014,14,12,11,8,7,5,82,70,47,1023,1021,1019,31,12,10,27,18,,0.51,6,Rain,169
8/17/2014,15,11,8,10,8,6,94,77,55,1024,1021,1019,31,13,10,27,13,,0.25,4,Rain,199
8/18/2014,14,9,5,9,7,4,100,78,56,1026,1024,1022,31,14,10,23,10,,0,4,Rain,181
8/19/2014,14,9,4,7,4,2,93,66,36,1027,1026,1024,31,13,10,23,6,,0,6,,150
8/20/2014,14,9,5,6,4,2,93,65,44,1028,1026,1025,31,15,10,23,10,,0,2,,161
8/21/2014,18,10,3,8,5,2,93,64,26,1027,1025,1023,31,19,10,21,6,,0,1,,77
8/22/2014,21,16,11,5,3,0,62,41,16,1026,1024,1022,10,10,10,32,19,,0,1,,31
8/23/2014,17,13,11,11,7,2,88,60,30,1028,1024,1020,26,11,10,27,21,,0,3,,302
8/24/2014,14,9,4,9,7,5,100,81,55,1031,1030,1028,31,11,1,24,10,,0,2,Fog,222
8/25/2014,15,9,3,10,6,2,100,79,54,1032,1029,1027,31,18,10,19,8,,0,1,Fog,177
8/26/2014,16,9,2,11,7,2,100,81,48,1028,1026,1024,31,18,10,21,5,,0,1,Fog,191
8/27/2014,18,11,3,10,7,3,100,73,38,1028,1026,1025,31,31,31,21,6,,0,,,175
8/28/2014,20,12,5,11,7,4,94,69,36,1029,1027,1026,31,29,26,19,5,,0,,,93
8/29/2014,22,14,6,11,7,4,93,65,26,1029,1026,1024,31,13,10,16,6,,0,1,,298
8/30/2014,23,15,7,9,5,0,87,53,17,1024,1021,1017,31,31,31,21,8,,0,,,11
8/31/2014,22,16,9,13,4,-1,88,43,14,1017,1013,1009,31,14,10,34,18,,6.1,6,,2
9/1/2014,16,13,10,12,8,4,100,75,43,1019,1014,1011,31,11,5,39,19,,3.05,5,Rain,241
9/2/2014,15,11,7,8,6,3,87,66,48,1027,1024,1019,31,11,10,35,21,52,0.25,2,Rain,200
9/3/2014,15,9,4,7,6,3,100,73,42,1027,1022,1017,31,13,10,21,10,,2.03,4,,16
9/4/2014,16,12,8,9,7,5,94,68,38,1022,1017,1016,31,13,3,21,14,,0,6,Rain,58
9/5/2014,17,10,4,10,6,3,100,70,31,1026,1023,1021,31,31,31,21,10,,0,,,129
9/6/2014,21,13,5,9,3,-2,81,50,13,1027,1025,1023,31,31,31,26,13,,0,,,65
9/7/2014,23,17,11,2,0,-3,54,28,10,1025,1020,1016,,,,42,26,61,0,,,34
9/8/2014,25,20,16,14,3,-2,88,30,13,1016,1008,1000,10,10,10,48,35,71,4.06,6,Rain,16
9/9/2014,19,15,11,14,10,3,94,75,31,1012,1007,1004,31,11,9,60,19,80,0.51,4,Rain-Thunderstorm,328
9/10/2014,17,14,12,12,11,9,88,76,56,1019,1016,1012,31,12,10,27,21,,0,5,Rain,298
9/11/2014,16,12,9,12,9,6,94,72,43,1026,1022,1018,31,14,5,32,21,,0,4,Rain,238
9/12/2014,15,10,5,8,7,4,100,74,46,1028,1026,1025,31,13,10,24,6,,0,2,Fog,199
9/13/2014,21,12,4,9,6,3,93,65,28,1026,1023,1020,31,27,10,21,6,,0,1,Fog,10
9/14/2014,26,17,8,13,7,5,88,54,17,1021,1015,1010,31,24,10,34,11,,0,4,,23
9/15/2014,17,14,12,13,11,9,88,78,52,1017,1012,1009,19,10,8,40,23,53,0,4,Rain,254
9/16/2014,17,14,13,11,9,3,88,71,48,1019,1017,1016,31,12,10,32,21,,0,5,,239
9/17/2014,16,12,7,9,6,2,82,60,35,1025,1022,1018,31,14,10,29,19,,0,2,Rain,214
9/18/2014,14,9,4,8,5,2,87,70,48,1027,1025,1024,31,15,10,21,8,,0,6,Rain,150
9/19/2014,17,11,6,7,4,2,87,56,26,1026,1024,1022,31,22,10,24,13,,0.25,1,,111
9/20/2014,21,14,9,7,2,-2,54,37,17,1028,1025,1022,31,31,31,23,18,,0,,,85
9/21/2014,20,13,6,10,5,2,76,50,25,1030,1028,1026,,,,23,11,,0,,,173
9/22/2014,26,17,7,4,-2,-9,66,28,5,1027,1023,1020,,,,29,14,,0,,,52
9/23/2014,27,20,13,13,7,-4,77,42,13,1021,1018,1014,31,11,10,39,21,,0.51,4,Rain,36
9/24/2014,20,17,14,14,12,11,88,72,49,1018,1015,1013,31,14,10,27,16,,0,5,,250
9/25/2014,16,14,13,12,9,4,88,69,40,1024,1022,1018,31,13,10,26,18,,0,6,,216
9/26/2014,18,14,11,12,10,8,94,74,49,1024,1021,1019,31,13,7,21,13,,0,5,Rain,6
9/27/2014,29,20,11,8,6,3,82,39,10,1019,1015,1011,31,31,31,34,19,,0,,,14
9/28/2014,27,21,15,12,7,1,82,42,13,1015,1009,1006,31,14,10,55,31,76,0,2,,324
9/29/2014,20,16,11,12,11,8,94,68,39,1016,1014,1013,31,11,10,27,19,,0,2,,300
9/30/2014,19,14,9,12,9,5,94,69,45,1022,1016,1011,31,13,3,50,23,61,0,3,Rain,282
10/1/2014,19,14,9,12,6,3,82,60,34,1029,1026,1015,31,13,10,32,16,,0,3,Rain,193
10/2/2014,17,11,6,10,7,4,87,64,40,1029,1026,1023,31,14,10,27,14,,0,4,Rain,176
10/3/2014,22,13,6,11,7,4,93,61,25,1024,1019,1015,31,31,31,16,6,,0,,,78
10/4/2014,30,20,9,15,6,-1,88,47,8,1015,1013,1011,31,31,31,34,13,,0,,,336
10/5/2014,23,18,12,13,11,9,88,63,37,1017,1013,1009,31,16,10,19,10,,0,4,,155
10/6/2014,30,22,15,15,8,1,82,47,10,1014,1005,998,31,13,10,64,24,109,0,4,Rain,330
10/7/2014,17,16,13,9,7,2,72,55,27,1023,1019,1014,31,12,10,35,27,48,0,3,,227
10/8/2014,18,13,8,9,7,4,93,66,28,1025,1023,1021,31,12,10,21,11,,0,3,,146
10/9/2014,28,17,7,8,2,-7,93,44,4,1022,1017,1011,31,31,31,26,8,,0,,,24
10/10/2014,30,22,15,13,2,-11,77,32,4,1014,1011,1009,31,31,31,32,16,,0,,,83
10/11/2014,18,16,13,12,9,8,77,64,42,1018,1015,1013,31,16,10,27,21,,0,5,,186
10/12/2014,18,13,8,12,9,4,93,73,52,1016,1013,1011,31,13,10,39,13,52,0,3,,231
10/13/2014,16,12,9,6,2,-2,67,44,22,1027,1021,1016,31,12,10,42,27,61,0,4,Rain,189
10/14/2014,16,11,6,4,3,0,81,52,28,1028,1027,1026,31,12,10,32,16,,0,5,,186
10/15/2014,16,11,5,6,3,1,81,55,28,1028,1025,1023,31,11,10,24,11,,0,3,,184
10/16/2014,17,12,7,11,7,4,87,63,38,1025,1024,1022,31,12,10,26,11,,0,4,,175
10/17/2014,27,17,7,9,4,-5,93,46,6,1025,1023,1020,31,20,10,26,10,,0,1,,49
10/18/2014,31,23,15,6,-2,-13,42,20,4,1021,1019,1018,31,31,31,35,18,,0,,,11
10/19/2014,31,22,14,12,2,-8,64,30,4,1022,1020,1017,31,18,10,32,14,,0,6,,61
10/20/2014,32,22,12,11,8,0,77,44,10,1024,1022,1019,31,17,10,27,14,,0.25,6,,118
10/21/2014,37,28,19,6,1,-5,26,15,4,1020,1017,1015,31,31,31,34,23,,0,8,,43
10/22/2014,26,21,15,15,12,5,82,55,16,1020,1016,1014,31,17,10,35,16,,0,6,,204
10/23/2014,20,17,14,14,12,11,94,73,52,1019,1016,1014,31,14,10,26,18,,0,4,,213
10/24/2014,29,20,12,15,11,-1,100,59,8,1015,1013,1012,19,14,10,32,8,,0,6,,274
10/25/2014,21,17,14,15,13,11,90,72,51,1017,1015,1014,31,13,10,27,11,,0,3,,245
10/26/2014,29,21,12,18,13,10,88,65,25,1016,1009,1004,11,10,10,34,13,71,4.06,6,Rain-Thunderstorm,15
10/27/2014,18,16,14,14,8,3,82,57,31,1019,1015,1010,26,12,10,42,32,50,0,3,Rain,240
10/28/2014,19,17,13,12,10,7,88,63,41,1020,1019,1017,31,12,7,35,26,50,0,4,Rain,245
10/29/2014,21,17,12,12,11,8,88,67,30,1020,1018,1016,31,14,10,23,11,,0,4,,271
10/30/2014,22,15,8,12,11,8,94,68,36,1017,1014,1010,31,16,10,26,8,,0,2,,197
10/31/2014,34,23,12,16,8,-4,88,50,4,1010,1004,1000,31,16,8,42,16,52,2.03,6,Rain,302
11/1/2014,17,15,13,14,5,1,94,51,22,1023,1015,1007,31,11,5,42,31,61,0,4,Rain,217
11/2/2014,18,15,12,7,4,2,63,45,28,1027,1024,1022,31,15,10,27,16,,0,6,,184
11/3/2014,27,18,9,6,0,-9,71,29,4,1024,1019,1014,31,31,31,29,14,,0,8,,31
11/4/2014,23,18,13,14,6,-9,82,47,5,1023,1017,1012,31,11,8,39,26,55,0,6,,216
11/5/2014,19,14,9,9,6,5,76,55,36,1024,1022,1020,31,14,10,34,16,,0,3,,198
11/6/2014,27,18,9,9,4,-2,82,42,9,1020,1016,1013,31,31,31,19,10,,0,,,36
11/7/2014,34,25,16,3,-2,-6,37,14,4,1014,1011,1008,31,31,31,34,19,,0,,,10
11/8/2014,28,21,13,16,8,-11,88,52,4,1023,1017,1009,31,13,7,32,19,,0.76,6,Rain,207
11/9/2014,21,15,9,10,8,2,88,60,28,1026,1024,1022,31,13,10,39,16,,0,3,,190
11/10/2014,25,18,11,12,9,6,82,59,19,1026,1024,1022,31,14,10,35,16,,0,1,,180
11/11/2014,22,16,9,15,9,6,82,58,34,1023,1020,1016,31,22,10,24,13,,0,1,,208
11/12/2014,33,22,12,10,3,-4,67,30,5,1016,1013,1010,31,31,31,14,8,,0,,,190
11/13/2014,37,29,21,12,3,-10,47,22,4,1011,1008,1005,31,31,31,47,11,55,0,8,,301
11/14/2014,23,20,17,16,11,8,83,54,29,1013,1010,1006,31,19,10,35,16,50,0,6,,146
11/15/2014,25,19,13,16,11,8,94,65,28,1013,1009,1006,31,14,7,32,14,,7.87,6,Rain,193
11/16/2014,19,16,12,11,8,4,88,59,36,1018,1016,1013,31,11,3,35,26,48,0.25,4,Rain,227
11/17/2014,20,18,14,12,10,6,77,60,40,1021,1019,1016,31,11,10,27,19,,0,3,,233
11/18/2014,20,16,12,11,8,6,77,58,34,1023,1021,1020,31,15,10,23,10,,0,6,,204
11/19/2014,32,21,10,11,6,-3,88,45,4,1020,1014,1006,31,30,26,24,6,,0,,,18
11/20/2014,29,23,17,20,14,1,94,67,12,1012,1008,1005,31,11,4,32,19,47,7.87,6,Rain,307
11/21/2014,26,20,15,13,9,5,77,50,21,1014,1011,1008,31,14,10,21,14,,0,4,,247
11/22/2014,25,21,16,20,13,4,88,64,20,1012,1008,1004,31,12,5,32,16,53,6.1,5,Rain-Thunderstorm,58
11/23/2014,28,20,12,14,12,5,100,61,19,1013,1011,1007,31,31,31,23,10,,0,,,159
11/24/2014,24,19,15,14,11,7,68,53,35,1020,1012,1005,31,13,10,39,21,,0,3,Thunderstorm,212
11/25/2014,19,15,11,10,7,4,77,54,25,1024,1022,1019,31,13,10,26,14,,0,2,Rain,197
11/26/2014,24,17,11,12,8,7,82,56,26,1024,1022,1020,31,12,10,34,16,,0,2,,158
11/27/2014,27,21,14,14,9,4,77,52,16,1024,1022,1019,31,13,10,32,16,,0,1,,171
11/28/2014,26,19,12,15,8,-1,77,46,11,1020,1017,1014,31,22,10,27,10,,0,1,,207
11/29/2014,33,23,13,17,6,-4,77,36,4,1014,1009,1006,,,,21,10,,0,,,199
11/30/2014,29,23,18,17,8,-3,83,44,6,1008,1005,1003,31,13,10,29,18,48,0,5,,233
12/1/2014,22,19,17,16,13,10,83,66,38,1010,1009,1007,31,12,10,26,19,,0,6,Rain,237
12/2/2014,26,19,12,17,13,10,88,62,33,1010,1008,1006,31,21,10,24,10,,0,6,Rain-Thunderstorm,147
12/3/2014,30,24,19,18,14,11,88,56,27,1010,1007,1006,31,14,10,29,14,,0,2,Rain,251
12/4/2014,22,20,18,16,14,13,83,71,56,1014,1012,1009,31,12,10,32,21,,0,5,,221
12/5/2014,22,19,17,14,12,10,73,62,47,1012,1011,1009,31,12,10,37,18,,0,3,,199
12/6/2014,23,19,16,13,11,9,82,61,34,1012,1011,1009,31,11,10,34,21,,0,4,,172
12/7/2014,22,19,16,15,13,11,83,68,52,1010,1008,1006,31,13,10,35,18,,0,4,Rain,198
12/8/2014,24,20,16,15,13,11,82,65,43,1013,1010,1007,31,13,10,42,18,,0,4,,195
12/9/2014,26,19,13,18,13,10,88,60,35,1013,1011,1010,31,13,10,29,14,,0,2,,201
12/10/2014,22,19,16,17,13,5,88,66,26,1014,1011,1009,31,14,10,34,14,,1.02,6,Rain,161
12/11/2014,25,21,16,13,11,9,77,56,28,1018,1016,1013,31,12,10,39,24,60,0,2,,149
12/12/2014,29,21,13,15,11,7,77,51,20,1019,1016,1012,31,16,10,29,19,,0,1,,164
12/13/2014,34,24,16,19,8,-2,83,40,5,1013,1010,1007,31,18,10,37,14,,0.25,1,,310
12/14/2014,24,20,17,19,15,8,88,64,27,1010,1009,1007,31,14,10,32,16,,0,3,Rain-Thunderstorm,206
12/15/2014,24,19,14,15,11,9,72,58,38,1009,1006,1003,31,21,10,34,18,,0,5,,195
12/16/2014,22,17,12,15,11,5,88,61,28,1010,1004,999,31,13,10,52,18,52,0,4,Rain,253
12/17/2014,21,16,12,10,7,3,72,49,22,1012,1009,1007,31,15,10,21,13,,0,4,,203
12/18/2014,22,19,16,13,9,5,68,52,33,1017,1012,1007,31,13,10,39,21,,0,3,,244
12/19/2014,21,16,11,11,8,7,72,54,32,1021,1019,1017,31,13,10,32,16,,0,1,,185
12/20/2014,26,19,12,15,11,9,82,56,28,1020,1016,1012,31,28,10,24,11,,0,1,,179
12/21/2014,33,24,15,13,9,1,82,38,6,1012,1010,1007,31,31,31,32,11,47,0,,,137
12/22/2014,26,23,20,18,15,7,88,62,24,1010,1007,1005,26,12,8,27,11,,1.02,7,Rain,195
12/23/2014,22,19,15,18,13,7,88,66,35,1018,1013,1009,31,12,10,39,21,53,0,4,,206
12/24/2014,22,17,11,11,9,7,82,56,34,1018,1016,1013,31,13,10,35,16,,0,4,,191
12/25/2014,22,17,12,14,8,3,82,56,30,1017,1014,1013,31,13,10,37,16,48,0,4,Rain,204
12/26/2014,22,16,11,6,5,2,71,44,19,1021,1019,1017,31,14,10,37,19,58,0,2,,174
12/27/2014,22,17,12,13,9,7,72,53,33,1021,1019,1016,31,17,10,29,16,,0,1,,194
12/28/2014,25,18,11,15,11,6,82,55,27,1017,1012,1009,31,31,31,26,13,,0,,,210
12/29/2014,22,18,14,16,12,8,94,64,32,1012,1009,1006,31,12,5,53,26,69,0,3,Rain,262
12/30/2014,22,19,16,14,12,9,77,60,48,1017,1015,1011,31,12,7,34,27,,0,4,Rain,229
12/31/2014,25,18,12,14,10,-7,88,59,12,1017,1015,1012,31,18,10,27,13,,0,2,,202
1/1/2013,25,19,12,16,10,4,72,50,26,1016,1015,1014,,,,27,11,,0,,,204
1/2/2013,31,22,12,18,12,8,82,56,16,1017,1015,1013,31,11,10,27,11,,0,1,,185
1/3/2013,39,29,20,13,3,-5,49,19,4,1015,1010,1006,,,,27,14,,0,,,53
1/4/2013,44,33,23,19,2,-13,65,19,4,1006,1003,1001,31,31,31,34,18,,0,,,352
1/5/2013,31,24,19,12,9,5,64,37,12,1019,1013,1007,31,31,31,32,26,,0,,,148
1/6/2013,33,26,18,12,6,-6,64,32,4,1021,1018,1016,31,22,10,32,24,47,0,1,,142
1/7/2013,32,24,18,20,9,0,83,35,11,1016,1013,1009,31,31,31,24,13,,0,,,229
1/8/2013,26,22,17,18,14,8,83,60,31,1010,1008,1007,31,14,10,40,16,52,0,3,,215
1/9/2013,22,19,16,9,7,4,59,42,25,1011,1010,1008,31,15,10,39,24,47,0,6,,183
1/10/2013,32,21,11,9,5,-3,77,38,8,1010,1006,1002,31,31,31,26,14,,0,,,77
1/11/2013,30,26,20,17,11,1,64,40,12,1010,1004,999,31,31,31,29,16,,0,,,275
1/12/2013,23,20,18,14,12,11,68,57,37,1016,1013,1008,31,13,10,27,16,,0,7,Rain,161
1/13/2013,23,19,15,14,12,8,94,67,32,1020,1016,1012,31,12,9,27,16,,7.11,5,Rain,154
1/14/2013,25,18,11,11,7,2,72,48,20,1022,1019,1016,31,15,10,26,14,,0,1,,135
1/15/2013,28,20,11,16,10,3,82,50,15,1018,1014,1012,,,,27,14,,0,,,187
1/16/2013,32,23,14,16,11,2,72,44,14,1014,1012,1008,,,,26,11,,0,,,185
1/17/2013,41,29,17,14,5,-7,73,27,4,1008,1003,999,31,29,26,34,11,,0,,,263
1/18/2013,26,22,18,20,14,9,88,59,33,1016,1008,1001,31,12,10,37,26,,0,3,,209
1/19/2013,25,20,15,10,8,5,63,46,19,1018,1016,1014,31,14,10,32,19,,0,5,,158
1/20/2013,29,22,15,14,11,8,68,50,19,1016,1014,1011,10,10,10,29,19,,0,1,,164
1/21/2013,26,20,14,17,13,11,82,61,31,1013,1011,1009,31,16,10,32,14,,0,1,,188
1/22/2013,26,20,14,14,12,11,77,58,34,1017,1014,1012,10,10,10,37,18,,0,1,,187
1/23/2013,30,22,15,13,10,5,82,50,12,1018,1015,1011,10,10,10,35,16,,0,1,,153
1/24/2013,36,24,13,15,8,0,77,38,5,1013,1008,1003,,,,29,10,,0,,,196
1/25/2013,28,22,17,19,9,2,83,45,15,1018,1013,1005,31,13,10,39,24,60,0,5,Rain,184
1/26/2013,23,18,13,10,8,5,77,48,26,1019,1017,1015,31,13,10,39,18,53,0,1,,192
1/27/2013,23,18,13,14,12,9,88,61,32,1017,1015,1013,31,12,10,27,13,,0,1,,202
1/28/2013,22,19,16,16,11,4,88,58,28,1017,1014,1012,31,12,7,39,18,58,0,5,Rain,187
1/29/2013,21,17,12,8,6,3,62,45,23,1019,1017,1016,31,14,10,32,16,,0,3,,189
1/30/2013,23,17,12,15,10,7,77,55,35,1018,1016,1014,31,13,10,23,13,,0,3,,303
1/31/2013,21,17,14,16,12,6,94,68,32,1018,1014,1012,31,12,4,34,19,50,5.08,5,Rain,225
2/1/2013,20,16,12,10,7,3,77,51,27,1022,1019,1017,31,13,10,34,18,53,0,5,Rain,179
2/2/2013,22,18,13,14,11,7,82,61,44,1022,1020,1018,31,13,10,35,16,,0,4,,186
2/3/2013,23,19,14,16,14,11,94,71,43,1022,1020,1019,31,11,10,37,16,,0,2,,191
2/4/2013,25,18,12,16,12,10,88,59,38,1023,1021,1019,10,10,10,27,14,,0,1,,186
2/5/2013,30,22,13,13,11,4,82,49,13,1021,1018,1015,31,31,31,19,8,,0,,,199
2/6/2013,35,24,14,19,8,-2,83,40,6,1016,1012,1009,31,31,31,34,10,,0,,,233
2/7/2013,23,21,18,18,14,12,83,64,43,1016,1013,1011,31,16,10,27,18,,0,4,,212
2/8/2013,24,22,20,14,13,10,82,61,29,1017,1015,1014,31,14,10,23,13,,0,3,,217
2/9/2013,25,20,16,16,14,12,82,64,39,1017,1016,1015,31,13,10,24,11,,0,3,,230
2/10/2013,26,21,16,14,11,6,82,54,18,1021,1018,1017,31,14,10,34,16,50,0,3,,147
2/11/2013,27,21,15,12,8,4,72,47,16,1020,1019,1017,31,28,19,27,18,,0,,,141
2/12/2013,28,21,14,16,12,8,77,52,25,1019,1017,1016,31,19,10,35,18,,0,1,,164
2/13/2013,31,23,16,19,13,5,77,53,19,1017,1015,1013,31,31,31,27,11,,0,,,206
2/14/2013,30,23,16,17,12,4,73,44,15,1016,1014,1011,31,31,31,34,13,,0,,,198
2/15/2013,34,28,22,16,13,6,65,38,17,1016,1014,1012,31,21,10,37,14,48,0,1,Thunderstorm,42
2/16/2013,33,27,22,17,13,6,65,38,15,1016,1014,1012,31,31,31,27,13,,0,,,139
2/17/2013,37,31,24,12,10,7,39,25,10,1015,1012,1009,31,31,31,26,18,42,0,,,67
2/18/2013,38,30,22,20,10,4,78,31,7,1011,1009,1006,18,14,10,39,18,52,0,6,,358
2/19/2013,26,21,17,16,11,8,78,55,26,1018,1015,1011,19,11,10,37,29,50,0,2,,151
2/20/2013,27,21,14,13,8,5,73,45,18,1018,1016,1015,31,23,9,32,23,39,0,3,,132
2/21/2013,29,21,14,17,14,12,82,59,27,1016,1014,1011,31,17,9,26,14,,0,1,,181
2/22/2013,30,26,21,18,14,12,64,46,25,1015,1013,1010,31,26,19,27,13,,0,,,89
2/23/2013,34,28,21,14,12,8,60,37,15,1012,1010,1007,31,31,31,29,14,,0,,,46
2/24/2013,36,29,22,21,11,3,78,36,8,1012,1008,1006,31,31,31,24,14,,0,,,62
2/25/2013,25,22,18,20,17,13,94,74,49,1018,1014,1011,31,11,5,23,13,,4.06,6,Rain,167
2/26/2013,27,22,17,19,16,14,94,66,39,1015,1012,1009,26,12,10,24,10,,0,6,,211
