AEDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
5/7/2014,18,14,11,13,8,4,82,55,38,1026,1023,1021,31,12,10,37,24,,0,2,Rain,222
5/8/2014,18,14,10,13,9,3,82,63,47,1026,1025,1023,31,12,10,37,24,53,0.25,3,Rain,213
5/9/2014,19,16,12,13,11,9,94,72,51,1027,1025,1023,31,12,6,21,13,,0,5,Rain,329
5/10/2014,24,18,12,13,11,8,94,62,26,1025,1022,1019,31,13,10,21,13,,0,4,Rain,339
5/11/2014,21,18,14,14,12,10,88,66,41,1026,1022,1019,31,12,10,35,18,50,0.25,3,Rain,235
5/12/2014,20,16,12,16,12,10,94,70,48,1030,1028,1026,31,13,6,32,19,50,6.1,3,Rain,205
5/13/2014,21,18,14,16,12,10,94,70,40,1030,1029,1027,31,12,6,21,11,,0.25,3,Rain,333
5/14/2014,23,18,12,12,12,10,88,63,36,1029,1027,1025,31,13,10,26,13,,0,1,,350
5/15/2014,23,17,12,13,11,6,88,63,24,1029,1026,1025,31,17,10,16,11,,0,1,,347
5/16/2014,25,18,12,14,9,5,88,55,19,1029,1027,1026,31,23,10,23,13,,0,1,,332
5/17/2014,26,19,12,14,9,3,82,56,14,1030,1028,1026,31,29,26,23,11,,0,,,337
5/18/2014,24,18,12,14,9,8,77,53,26,1028,1026,1024,31,30,26,14,11,,0,,,314
5/19/2014,26,19,13,11,9,8,77,53,23,1026,1024,1022,31,31,31,16,11,,0,,,322
5/20/2014,26,20,14,12,10,8,77,53,23,1023,1021,1019,31,28,19,21,13,,0,8,,317
5/21/2014,21,18,14,16,13,9,88,70,53,1025,1023,1021,31,14,10,21,14,,0,1,,281
5/22/2014,26,19,13,14,10,5,95,57,16,1023,1021,1018,31,18,9,24,13,,0,,,325
5/23/2014,26,19,13,11,9,8,77,49,21,1019,1015,1012,26,22,10,19,13,,0,1,,325
5/24/2014,25,20,15,16,11,8,83,58,27,1017,1014,1012,31,15,10,32,14,,0,3,,276
5/25/2014,25,20,15,16,13,11,88,67,32,1022,1018,1015,31,19,10,27,11,,0,4,,295
5/26/2014,24,19,14,17,14,12,94,68,37,1023,1022,1020,31,21,14,24,13,,0,,,356
5/27/2014,25,21,16,16,12,9,88,57,28,1021,1014,1009,31,19,10,39,13,,0,7,,354
5/28/2014,24,20,16,11,7,3,68,40,15,1019,1013,1011,31,17,10,37,21,50,0,1,,303
5/29/2014,20,17,13,13,10,6,73,60,37,1025,1022,1019,31,14,10,29,19,47,0,4,Rain,225
5/30/2014,19,17,15,15,13,11,94,76,61,1027,1025,1024,31,12,10,29,21,,1.02,4,Rain,211
5/31/2014,21,18,14,15,13,11,94,74,45,1027,1024,1022,31,11,5,24,10,,0.25,4,Rain,4
6/1/2014,21,18,14,17,14,11,100,83,52,1022,1019,1017,26,10,2,29,13,48,0.25,6,Rain,321
6/2/2014,22,17,12,12,11,8,94,70,31,1018,1016,1014,31,12,9,23,13,,0.25,4,Rain,302
6/3/2014,21,16,10,9,6,4,82,54,25,1020,1017,1015,31,16,10,42,16,,0,1,,305
6/4/2014,21,16,11,16,10,6,94,66,34,1025,1023,1020,31,14,8,19,14,34,3.05,4,Rain,270
6/5/2014,17,16,14,16,15,14,100,93,82,1026,1024,1023,23,9,1,26,14,,14.99,6,Rain,249
6/6/2014,16,14,13,15,12,7,100,80,52,1027,1025,1024,31,10,5,45,26,55,1.02,6,Rain,205
6/7/2014,17,13,10,11,8,6,77,66,43,1027,1025,1024,31,13,10,35,19,47,0,2,,243
6/8/2014,16,13,10,11,7,5,88,66,46,1027,1026,1024,31,12,5,42,19,,1.02,4,Rain,245
6/9/2014,17,12,8,14,8,3,94,66,46,1029,1027,1025,31,11,5,39,21,53,3.05,2,Rain,218
6/10/2014,18,16,13,14,11,5,100,76,34,1031,1028,1027,31,10,4,32,21,40,1.02,4,Rain,193
6/11/2014,18,14,10,13,11,9,94,78,52,1027,1024,1022,31,13,10,16,13,,0.25,4,Rain,284
6/12/2014,21,16,11,11,9,7,94,66,30,1023,1020,1018,31,15,10,19,13,,0,6,,344
6/13/2014,21,16,10,12,9,7,88,66,30,1019,1016,1013,31,18,2,16,11,,0.51,6,,334
6/14/2014,20,17,13,14,12,7,94,74,38,1013,1011,1008,31,12,10,26,14,,0.25,4,Rain,301
6/15/2014,17,13,10,7,6,4,67,55,36,1016,1010,1007,31,13,10,37,24,55,0.25,4,Rain,277
6/16/2014,20,14,9,6,4,2,71,49,21,1022,1019,1016,31,13,10,32,23,,0.25,1,,277
6/17/2014,18,13,9,8,6,3,67,50,30,1028,1024,1021,31,13,10,32,19,48,0,5,Rain,265
6/18/2014,18,14,12,11,8,6,82,64,46,1030,1029,1027,31,10,10,26,18,,0,2,,230
6/19/2014,21,15,9,11,9,8,87,64,33,1029,1025,1021,31,13,10,23,13,,0,4,,344
6/20/2014,22,17,11,14,10,8,82,65,35,1021,1018,1015,31,15,10,23,11,,0,3,,309
6/21/2014,19,14,10,10,7,3,88,59,26,1021,1019,1017,31,25,10,24,13,,0,1,,288
6/22/2014,18,14,11,11,8,6,82,64,43,1023,1021,1019,31,15,10,24,13,,0,4,Rain,323
6/23/2014,18,13,9,9,7,1,93,60,31,1020,1012,1006,31,16,10,37,18,52,0,6,,344
6/24/2014,17,14,11,2,0,-4,47,34,14,1008,1006,1003,31,16,10,53,39,74,0,1,,303
6/25/2014,18,14,10,5,2,-1,58,38,17,1018,1013,1008,31,29,26,66,27,80,0,,,293
6/26/2014,21,16,9,4,3,1,62,39,17,1022,1019,1017,31,25,10,35,19,,0,1,,312
6/27/2014,21,14,9,10,4,3,68,47,22,1021,1017,1012,31,31,31,24,14,,0,,,347
6/28/2014,23,17,11,3,0,-3,51,32,10,1011,1004,999,31,23,10,80,29,95,0,,Rain,333
6/29/2014,17,13,10,1,-1,-3,50,34,16,1010,1004,1001,31,31,31,47,35,63,0,,,310
6/30/2014,16,12,9,2,0,-4,58,40,15,1021,1015,1010,31,18,10,34,24,50,0,1,,270
7/1/2014,17,12,8,8,3,0,67,50,26,1027,1024,1021,31,17,10,32,24,,0,2,,251
7/2/2014,17,12,8,11,4,2,82,55,29,1027,1026,1025,31,18,10,23,16,,0,1,,255
7/3/2014,18,12,7,10,6,2,81,62,31,1027,1024,1021,31,17,10,16,14,,0,1,,345
7/4/2014,22,14,7,8,2,-3,81,45,10,1022,1019,1015,31,23,14,19,14,,0,,,325
7/5/2014,18,13,8,3,1,-1,62,42,17,1017,1014,1012,31,25,10,40,18,60,0,1,,296
7/6/2014,17,12,8,3,2,1,66,45,22,1014,1012,1010,31,31,31,35,23,50,0,,,295
7/7/2014,19,13,7,4,3,2,66,49,24,1016,1013,1011,,,,34,19,,0,,,286
7/8/2014,18,13,8,9,4,0,77,52,23,1016,1013,1010,31,31,31,27,16,,0,,,323
7/9/2014,22,13,6,5,0,-7,76,41,7,1010,1005,998,31,19,10,53,19,72,1.02,6,Rain,329
7/10/2014,17,12,8,1,-1,-3,54,36,17,1012,1006,1003,31,28,10,53,23,63,0,1,,302
7/11/2014,18,14,9,3,1,-1,58,42,17,1020,1016,1012,31,23,10,34,23,52,0,1,,285
7/12/2014,18,12,6,9,1,-2,82,46,17,1023,1019,1016,31,23,10,45,23,61,0,5,,281
7/13/2014,14,10,6,6,2,-2,63,52,34,1031,1027,1023,31,14,10,35,23,39,0,2,Rain,239
7/14/2014,15,10,6,12,6,0,100,69,33,1032,1030,1028,31,12,4,27,14,,1.02,5,Rain,263
7/15/2014,16,13,11,12,11,9,94,81,61,1028,1023,1018,31,11,6,19,10,,0.51,7,Rain,326
7/16/2014,19,15,11,12,9,4,100,72,34,1017,1013,1010,31,11,5,26,13,,0.25,5,Rain,301
7/17/2014,20,14,9,5,2,-2,71,43,15,1014,1011,1008,10,10,10,47,21,60,0,1,,310
7/18/2014,16,12,8,2,-1,-3,62,40,18,1019,1012,1007,31,15,10,50,26,61,0,3,,261
7/19/2014,14,11,7,7,3,-3,72,51,32,1024,1021,1018,31,12,10,50,34,71,0,5,Rain,230
7/20/2014,15,13,10,10,8,6,82,67,52,1026,1025,1023,26,12,10,42,32,53,0,5,Rain,203
7/21/2014,17,12,8,11,7,3,88,70,36,1027,1025,1023,31,13,10,26,13,,0,6,,266
7/22/2014,16,12,9,11,9,7,88,74,54,1025,1023,1022,31,13,10,19,11,,0,3,,258
7/23/2014,17,13,9,10,8,7,94,72,45,1026,1023,1021,31,13,10,14,10,,0,3,Rain,360
7/24/2014,20,14,8,9,8,6,93,66,33,1023,1021,1018,31,14,10,19,11,,0,5,,341
7/25/2014,20,14,9,11,9,8,87,66,37,1023,1021,1019,26,13,10,32,14,,0.51,6,Rain,344
7/26/2014,19,15,11,12,9,4,94,70,27,1025,1022,1020,26,10,6,23,11,,2.03,5,Rain,299
7/27/2014,18,13,9,9,6,5,76,56,32,1025,1023,1021,31,15,10,24,13,,0,1,,261
7/28/2014,19,14,8,7,4,2,76,49,19,1022,1020,1017,31,31,31,34,13,,0,,,312
7/29/2014,24,18,12,5,1,-4,58,32,10,1018,1016,1012,,,,32,21,,0,,,337
7/30/2014,25,18,12,6,4,2,54,35,15,1018,1016,1014,31,31,31,32,18,,0,,,317
7/31/2014,26,19,13,7,1,-6,63,29,7,1016,1010,1005,,,,42,26,58,0,,,349
8/1/2014,19,14,9,2,-4,-11,58,26,8,1016,1009,1003,31,16,10,61,29,80,0,1,,296
8/2/2014,14,11,7,5,0,-3,58,43,24,1031,1025,1016,31,12,10,39,26,52,0,1,,226
8/3/2014,15,10,4,6,3,0,71,56,31,1034,1032,1031,31,13,10,23,13,,0,1,,260
8/4/2014,18,12,6,9,6,3,81,62,32,1034,1032,1030,31,21,10,26,13,,0,2,,347
8/5/2014,18,12,7,8,5,1,87,60,23,1033,1031,1030,31,20,10,29,13,,0,1,,277
8/6/2014,21,14,7,11,3,-2,77,50,14,1033,1029,1025,31,22,14,26,14,,0,,,327
8/7/2014,17,14,11,8,3,-1,77,46,26,1030,1028,1026,31,14,10,32,23,40,0,4,,221
8/8/2014,16,12,9,12,9,5,94,77,59,1032,1030,1029,31,11,4,19,11,,0,4,Rain,325
8/9/2014,21,14,8,12,8,3,100,70,26,1030,1027,1023,26,7,0,21,13,,0,2,Fog,351
8/10/2014,22,16,10,11,3,-3,82,45,12,1024,1021,1017,31,18,10,34,16,,0,2,,281
8/11/2014,13,10,8,9,4,0,87,61,37,1028,1025,1022,31,11,3,39,21,39,18.03,4,Rain,230
8/12/2014,13,9,6,11,8,5,94,84,65,1031,1029,1027,19,9,3,37,19,52,13.97,6,Rain,228
8/13/2014,14,11,8,9,6,3,94,65,41,1034,1032,1030,31,12,10,34,21,,0,2,Rain,205
8/14/2014,16,11,6,9,5,2,76,60,31,1035,1033,1032,31,13,10,26,14,,0,3,,249
8/15/2014,17,12,7,11,8,5,88,70,47,1033,1029,1026,31,12,10,19,11,,0,1,,345
8/16/2014,17,12,8,14,10,6,94,81,57,1026,1021,1016,31,11,4,24,11,,17.02,5,Rain,55
8/17/2014,17,14,13,15,12,8,100,84,62,1016,1008,1003,31,9,3,34,16,,9.91,6,Rain,314
8/18/2014,15,13,11,14,12,8,100,91,67,1010,1004,1000,26,6,1,71,34,89,13.97,6,Rain,217
8/19/2014,16,14,13,13,11,6,100,80,51,1021,1015,1009,19,8,3,55,43,72,5.08,6,Rain,195
8/20/2014,15,12,10,9,7,5,82,64,44,1027,1024,1021,31,12,6,40,27,52,6.1,5,Rain,213
8/21/2014,15,12,10,12,11,8,94,83,67,1030,1028,1027,31,10,4,34,18,48,3.05,5,Rain,213
8/22/2014,17,14,12,13,11,9,94,80,60,1032,1030,1028,31,12,8,27,14,,0.51,3,Rain,201
8/23/2014,17,13,10,14,12,9,100,88,66,1031,1030,1029,31,10,4,24,13,39,2.03,5,Rain,233
8/24/2014,19,14,11,12,11,9,100,77,46,1030,1028,1026,31,12,10,16,8,,0,2,Fog,3
8/25/2014,20,15,10,13,11,9,94,77,45,1026,1024,1022,31,13,8,27,11,,10.92,2,Rain-Thunderstorm,49
8/26/2014,16,14,12,14,12,11,100,89,75,1025,1023,1021,14,9,3,37,16,55,9.91,6,Rain-Thunderstorm,151
8/27/2014,17,14,12,13,11,7,94,70,43,1026,1024,1023,31,12,5,39,32,50,3.05,5,Rain,162
8/28/2014,18,16,12,13,9,6,94,68,38,1028,1026,1024,26,11,3,35,29,50,0.51,4,Rain,171
8/29/2014,16,12,9,12,9,6,94,72,48,1027,1025,1023,26,11,5,50,27,66,2.03,4,Rain,211
8/30/2014,16,13,12,13,11,7,94,79,52,1024,1022,1021,19,10,3,42,37,61,1.02,6,Rain,210
8/31/2014,19,16,12,13,11,9,94,72,51,1022,1019,1017,31,14,10,24,18,39,0,4,,213
9/1/2014,24,17,11,11,8,2,94,58,17,1018,1014,1010,31,14,8,26,13,,0.25,3,Fog,339
9/2/2014,17,13,9,11,6,4,82,57,31,1012,1009,1007,31,13,9,40,19,60,4.06,6,Rain,249
9/3/2014,15,12,8,8,4,1,87,54,32,1015,1013,1010,26,11,10,63,42,82,0,4,Rain,221
9/4/2014,15,12,9,10,6,2,82,61,42,1018,1015,1013,31,11,6,45,31,63,3.05,4,Rain,231
9/5/2014,16,12,9,11,9,7,94,77,56,1026,1021,1018,26,12,6,40,27,50,1.02,3,Rain,222
9/6/2014,17,14,12,12,11,8,88,75,47,1031,1028,1025,31,11,5,32,26,48,6.1,5,Rain,183
9/7/2014,17,14,12,13,12,8,100,85,45,1032,1030,1028,26,11,6,27,14,,2.03,5,Rain,193
9/8/2014,21,16,11,12,10,6,100,68,29,1029,1026,1022,31,13,10,34,14,,0,2,,358
9/9/2014,24,18,12,14,11,9,82,60,30,1022,1015,1008,31,16,10,40,21,,0,2,,18
9/10/2014,23,18,14,15,8,2,88,52,16,1015,1009,1005,31,15,6,42,24,61,0.25,5,Rain-Thunderstorm,280
9/11/2014,26,19,12,13,6,2,82,44,12,1021,1016,1013,31,22,10,40,16,60,0,1,,271
9/12/2014,17,16,14,13,8,6,88,60,40,1026,1024,1021,31,12,10,40,26,,0,6,Rain,158
9/13/2014,18,16,13,13,12,9,88,74,58,1027,1024,1022,31,12,4,26,11,,1.02,6,Rain,54
9/14/2014,24,18,13,14,12,8,94,71,24,1023,1019,1015,31,13,6,27,13,,0,2,Rain-Thunderstorm,252
9/15/2014,20,17,13,13,11,9,88,67,41,1019,1016,1014,31,12,10,27,14,,0,4,Rain,23
9/16/2014,23,19,14,15,11,2,88,59,17,1016,1009,1005,31,12,10,39,21,60,0,5,Rain-Thunderstorm,334
9/17/2014,22,18,13,7,2,-4,63,33,10,1015,1011,1009,31,26,10,45,24,60,0,4,,277
9/18/2014,18,14,11,4,1,-3,54,36,16,1021,1018,1015,31,16,10,32,19,,0,1,,223
9/19/2014,20,14,9,7,3,-4,67,44,10,1022,1020,1018,31,18,10,23,14,,0,5,,258
9/20/2014,17,13,8,9,6,4,76,56,35,1028,1024,1020,31,14,10,32,16,47,0,1,,212
9/21/2014,19,15,11,11,9,6,88,64,33,1031,1029,1027,31,13,8,26,18,35,0,4,Rain,193
9/22/2014,20,16,12,11,9,6,82,61,33,1032,1030,1028,31,13,10,27,13,,0,3,,170
9/23/2014,22,16,11,13,9,5,82,59,23,1030,1028,1025,31,15,10,34,14,,0,1,,6
9/24/2014,25,18,12,14,12,10,94,63,32,1025,1020,1013,31,15,10,35,14,,0,1,,9
9/25/2014,23,19,16,15,13,10,94,66,37,1015,1011,1009,31,12,7,39,18,53,4.06,6,Rain-Thunderstorm,252
9/26/2014,19,17,14,13,11,8,82,65,41,1019,1016,1015,31,12,10,34,27,,0,4,Rain,184
9/27/2014,19,16,13,12,9,8,82,61,38,1023,1020,1018,31,13,10,26,16,,0.25,3,Rain,185
9/28/2014,24,18,11,12,9,6,77,55,24,1022,1019,1015,31,28,19,45,18,,0,,,3
9/29/2014,33,24,15,16,7,0,88,39,7,1015,1013,1010,31,29,26,32,16,,0,,,325
9/30/2014,34,24,16,15,6,-4,94,38,4,1014,1010,1006,31,27,26,39,14,60,0,,,330
10/1/2014,34,23,13,6,1,-8,55,29,10,1023,1015,1006,31,21,10,50,27,60,0,1,,230
10/2/2014,26,18,10,14,5,-4,88,45,12,1023,1019,1006,31,20,10,39,19,58,0,1,,276
10/3/2014,20,17,13,14,11,10,88,69,46,1022,1020,1018,31,13,10,27,11,,0,4,,131
10/4/2014,23,19,16,17,14,11,83,68,48,1021,1018,1015,31,12,10,34,14,,0,4,Rain,21
10/5/2014,34,24,14,16,10,-1,94,56,5,1019,1015,1012,31,13,8,53,18,72,0,4,,309
10/6/2014,26,21,17,17,14,12,83,64,34,1020,1014,1008,31,13,10,42,24,,0,5,,26
10/7/2014,27,22,18,15,9,4,78,42,15,1016,1008,1002,31,15,10,42,21,53,0.25,4,Rain,84
10/8/2014,20,18,15,16,12,8,94,69,38,1022,1018,1015,31,11,5,39,21,,0.25,5,Rain,142
10/9/2014,22,18,14,12,11,9,82,59,34,1023,1021,1019,31,12,10,34,13,,0,3,,67
10/10/2014,24,19,14,15,12,9,78,58,29,1021,1017,1014,31,19,10,35,16,,0,2,,7
10/11/2014,28,21,14,18,13,7,88,60,18,1017,1015,1013,31,26,26,29,13,,0,,,5
10/12/2014,28,22,16,17,14,5,88,62,20,1017,1014,1011,31,20,10,50,18,63,0,1,,21
10/13/2014,26,20,15,17,14,12,94,70,31,1011,1007,1003,31,11,2,53,18,74,10.92,5,Rain-Thunderstorm,360
10/14/2014,18,14,10,14,9,3,100,68,27,1010,1008,1007,31,9,0,93,27,106,83.06,6,Rain-Thunderstorm,237
10/15/2014,15,12,9,12,8,5,100,71,42,1017,1012,1008,31,10,3,69,52,101,0.25,6,Rain-Thunderstorm,211
10/16/2014,22,16,9,10,6,1,82,52,19,1021,1017,1015,26,17,10,29,14,,0,1,,356
10/17/2014,18,14,12,12,9,6,88,65,40,1028,1024,1020,31,12,10,42,21,50,0,3,Rain,185
10/18/2014,21,17,13,9,8,6,72,53,28,1030,1028,1026,26,12,10,26,13,,0,5,,34
10/19/2014,25,19,13,13,10,7,77,53,25,1028,1025,1021,31,22,10,35,16,,0,1,,4
10/20/2014,19,17,15,15,12,9,88,68,48,1032,1027,1021,31,12,9,61,26,77,0,6,Rain,175
10/21/2014,18,17,15,11,7,5,77,50,32,1033,1031,1030,31,12,10,24,16,,0,6,Rain,88
10/22/2014,22,18,14,14,10,6,73,53,29,1031,1024,1019,31,14,10,40,19,,0,5,,15
10/23/2014,27,21,15,18,14,12,94,66,31,1021,1017,1015,31,15,10,24,11,,0,4,,67
10/24/2014,28,23,18,18,17,14,94,75,36,1021,1016,1011,19,11,10,40,19,53,0.25,6,Rain,31
10/25/2014,25,21,18,19,18,16,100,85,49,1017,1014,1011,26,8,0,32,16,,0.51,4,Fog-Rain-Thunderstorm,209
10/26/2014,31,24,18,19,17,16,94,77,31,1016,1011,1008,23,10,6,39,19,,0.25,5,Rain-Thunderstorm,213
10/27/2014,33,26,18,17,12,0,83,52,11,1014,1007,1000,26,14,10,58,19,77,0,5,,3
10/28/2014,29,23,16,15,4,-6,83,38,4,1013,1011,1008,31,23,10,35,19,47,0,,,277
10/29/2014,23,19,16,15,10,3,73,50,21,1018,1015,1013,31,13,10,32,18,,0,3,,103
10/30/2014,31,23,16,14,10,0,82,48,8,1017,1013,1010,31,19,10,29,16,,0,1,,348
10/31/2014,31,23,17,19,13,8,88,53,15,1013,1010,1006,31,18,10,37,14,,0,1,,22
11/1/2014,36,28,20,19,12,2,78,36,13,1011,1002,997,31,13,4,61,27,71,1.02,5,Rain-Thunderstorm,314
11/2/2014,21,17,13,7,-2,-9,52,25,7,1024,1017,1011,31,19,10,45,32,63,0.25,3,,198
11/3/2014,21,17,13,12,9,6,68,55,30,1026,1024,1023,31,13,10,32,14,,0,4,,77
11/4/2014,24,20,17,16,13,11,78,59,39,1026,1021,1018,26,12,10,39,19,55,0,3,,29
11/5/2014,25,21,17,18,14,12,94,68,38,1019,1015,1010,26,12,5,53,21,72,4.06,4,Rain-Thunderstorm,24
11/6/2014,21,18,16,16,13,12,88,71,51,1018,1014,1012,31,11,10,40,24,,0,5,,176
11/7/2014,22,19,16,14,12,11,82,62,41,1023,1020,1017,31,12,10,24,14,,0,4,,137
11/8/2014,25,20,15,17,13,11,88,63,36,1023,1020,1017,31,13,10,39,16,,0,4,,13
11/9/2014,22,19,16,17,16,14,88,74,57,1020,1018,1015,31,12,10,42,21,,0,5,,184
11/10/2014,23,20,18,17,16,13,88,76,52,1020,1018,1016,31,12,10,29,19,,0,6,Rain,174
11/11/2014,21,18,16,14,12,11,88,65,47,1021,1020,1018,26,11,8,29,18,,0,6,Rain,145
11/12/2014,22,19,16,13,12,10,73,60,38,1021,1018,1015,31,12,10,29,14,,0,5,,93
11/13/2014,25,21,18,18,14,12,78,62,46,1019,1016,1013,31,13,10,37,23,,0,6,,45
11/14/2014,37,28,18,18,16,11,88,57,14,1014,1010,1005,26,14,9,69,21,84,0,2,,2
11/15/2014,21,20,19,16,14,9,83,67,41,1013,1010,1008,19,11,10,35,24,,0,7,Rain,177
11/16/2014,28,22,17,17,12,4,88,57,14,1011,1005,1000,31,12,6,61,23,84,0.51,6,Rain,291
11/17/2014,24,19,15,15,11,7,83,51,24,1016,1013,1010,31,15,10,32,14,,0,2,,89
11/18/2014,23,21,18,17,14,11,83,67,37,1021,1017,1015,31,12,10,37,18,,0,3,,153
11/19/2014,23,20,17,17,14,13,83,65,44,1022,1019,1016,31,12,10,39,23,,0,4,,79
11/20/2014,30,25,20,20,17,15,83,61,34,1017,1011,1006,26,14,10,42,19,,0,5,,25
11/21/2014,36,28,21,21,18,11,88,64,21,1014,1007,1004,26,14,10,45,19,63,0,4,,152
11/22/2014,26,22,19,19,16,13,88,67,41,1016,1013,1010,31,12,10,35,24,,0,4,,123
11/23/2014,32,26,20,21,19,17,94,72,32,1014,1010,1007,19,11,9,45,16,,0,5,Rain,86
11/24/2014,30,26,21,21,19,16,94,77,37,1015,1011,1007,26,12,10,27,16,,1.02,5,Rain-Thunderstorm,152
11/25/2014,25,22,19,22,16,9,88,63,28,1021,1014,1006,31,12,10,42,23,,0,6,Rain,128
11/26/2014,25,22,19,17,14,12,78,57,38,1021,1018,1015,26,11,2,35,23,,0,5,,52
11/27/2014,21,19,18,17,14,12,84,69,48,1024,1021,1018,31,11,8,37,21,,0,6,Rain,142
11/28/2014,23,20,17,13,10,8,68,50,27,1024,1022,1020,31,13,10,29,18,,0,2,Rain,103
11/29/2014,26,21,17,18,14,13,77,59,34,1021,1017,1013,31,14,10,39,16,,0,2,,18
11/30/2014,29,24,18,20,17,14,88,65,30,1015,1012,1010,31,14,8,39,19,53,2.03,5,Rain-Thunderstorm,19
12/1/2014,29,24,19,20,17,16,88,65,37,1012,1009,1006,31,13,10,40,18,,0,5,Rain,26
12/2/2014,31,24,19,21,18,16,100,68,36,1012,1010,1007,26,11,6,47,31,61,0.76,3,Rain-Thunderstorm,27
12/3/2014,33,27,21,21,19,18,94,72,30,1016,1012,1008,31,11,3,52,23,72,8.89,4,Rain-Thunderstorm,99
12/4/2014,29,24,20,21,19,18,94,73,44,1014,1010,1006,26,12,4,37,16,58,0.25,6,Rain-Thunderstorm,13
12/5/2014,29,24,19,21,17,13,94,68,30,1010,1007,1005,31,13,10,34,18,,0.25,5,Rain-Thunderstorm,83
12/6/2014,28,24,19,21,18,14,94,73,32,1008,1006,1003,26,11,2,27,13,,16,6,Rain-Thunderstorm,92
12/7/2014,29,23,18,21,18,17,100,77,44,1007,1005,1003,26,12,2,37,14,,23.88,3,Rain-Thunderstorm,21
12/8/2014,33,26,18,21,17,10,90,64,21,1012,1007,1004,31,13,6,58,18,76,1.02,3,Rain-Thunderstorm,302
12/9/2014,24,22,21,19,17,16,88,74,58,1017,1014,1011,31,12,10,27,21,,0,6,,134
12/10/2014,25,22,19,21,18,16,94,75,51,1016,1013,1010,31,12,6,34,14,,6.1,6,Rain-Thunderstorm,65
12/11/2014,23,20,17,21,18,15,94,85,67,1014,1008,1005,19,9,4,58,24,80,4.06,-161,Rain-Thunderstorm,205
12/12/2014,21,19,18,15,12,9,83,61,43,1020,1017,1013,31,12,10,50,39,69,0,4,Rain,162
12/13/2014,23,20,17,12,11,8,68,51,32,1019,1017,1016,31,13,10,35,27,,0,4,,131
12/14/2014,25,20,16,14,12,9,82,54,31,1016,1012,1009,31,14,10,34,14,,0,3,,27
12/15/2014,27,22,17,15,13,11,83,54,30,1012,1010,1009,31,15,10,35,14,,0,1,,30
12/16/2014,26,23,21,19,17,14,88,64,46,1010,1003,996,31,18,10,58,27,76,0,1,Rain,31
12/17/2014,22,20,19,19,14,11,88,64,38,1011,1005,997,19,11,7,50,23,66,0,5,,158
12/18/2014,27,23,18,21,17,12,88,69,48,1011,1007,1003,26,11,8,29,13,,0,5,Rain,57
12/19/2014,23,21,18,20,13,8,94,61,35,1019,1012,1005,31,12,9,48,24,69,0,4,,174
12/20/2014,23,21,18,13,11,9,68,52,33,1019,1017,1015,31,14,10,27,16,,0,5,,118
12/21/2014,27,22,17,18,16,13,82,61,36,1019,1017,1014,31,13,10,42,16,60,0,2,,20
12/22/2014,28,24,21,19,18,17,83,66,39,1017,1015,1014,31,12,10,52,26,61,0,4,Rain,34
12/23/2014,27,24,21,23,18,17,94,69,46,1015,1013,1010,31,12,8,35,26,,2.03,5,Rain-Thunderstorm,28
12/24/2014,23,22,20,21,18,17,94,84,72,1015,1013,1009,26,11,10,42,19,55,0,6,Rain,176
12/25/2014,29,24,19,21,19,17,100,79,49,1015,1009,1005,23,10,2,37,14,,7.87,5,Rain-Thunderstorm,87
12/26/2014,27,23,19,20,16,9,100,70,33,1020,1010,1004,31,12,10,45,18,,0.25,5,Rain,207
12/27/2014,22,20,19,13,11,8,64,49,33,1022,1020,1019,31,12,10,27,19,,0,6,,128
12/28/2014,26,22,18,17,14,12,83,62,39,1021,1017,1013,31,13,10,27,14,,0,6,Rain-Snow,6
12/29/2014,28,23,18,20,17,15,83,64,41,1013,1006,1001,31,14,6,39,19,52,0,1,Rain-Thunderstorm,16
12/30/2014,34,27,19,19,14,-1,83,53,5,1011,1005,1002,31,16,10,42,16,50,0,1,,143
12/31/2014,26,22,19,19,16,14,78,62,41,1016,1014,1011,26,12,10,37,26,,0.25,3,Rain,94
1/1/2013,27,23,20,20,18,17,94,73,48,1012,1009,1007,26,12,9,29,18,,0,3,,126
1/2/2013,23,20,18,20,16,12,94,70,47,1020,1014,1008,19,11,10,47,29,,0,6,,156
1/3/2013,24,21,17,16,13,11,73,57,37,1019,1017,1015,31,12,10,27,16,,0,4,,123
1/4/2013,28,23,19,18,16,14,78,60,36,1017,1015,1012,31,15,10,47,19,,0,1,,14
1/5/2013,31,26,21,19,17,16,83,61,33,1017,1015,1013,26,14,10,47,24,52,0,1,,29
1/6/2013,30,26,21,21,18,15,88,67,37,1023,1020,1017,31,13,10,29,18,,0,1,,88
1/7/2013,27,24,21,21,18,16,94,71,46,1023,1019,1013,31,13,10,32,26,,0,4,,139
1/8/2013,42,31,21,17,11,5,78,33,5,1012,1002,993,31,31,31,40,21,55,0,,,334
1/9/2013,36,28,19,18,13,4,83,55,7,1007,999,992,26,12,10,45,32,61,0,5,,154
1/10/2013,25,22,19,16,14,11,65,55,39,1012,1009,1007,31,12,10,34,19,,0,5,Rain,73
